Unnamed: 0,CPUname,Type,Release Date,Process Size (nm),TDP (W),Die Size (mm^2),Transistors (million),Freq (MHz),Foundry,Vendor,FP16 GFLOPS,FP32 GFLOPS,FP64 GFLOPS,price,cpuMark,cpuValue,threadMark,threadValue,TDP,powerPerf,cores,testDate,socket,category
0,AMD Athlon 64 3500+,CPU,2007-02-20,65.0,45.0,77.0,122.0,2200.0,Unknown,AMD,,,,79.95,396,4.95,568,7.1,45.0,8.8,1,2008,AM2,Unknown
1,AMD Athlon 200GE,CPU,2018-09-06,14.0,35.0,192.0,4800.0,3200.0,Unknown,AMD,,,,123.89,4135,33.38,1817,14.67,35.0,118.15,2,2018,AM4,Desktop
10,AMD Sempron 2800+,CPU,2004-08-01,130.0,62.0,80.0,37.0,1992.0,Unknown,AMD,,,,29.95,243,8.11,408,13.63,62.0,3.92,1,2008,AM2,Desktop
24,AMD Athlon 64 3500+,CPU,2001-01-01,90.0,67.0,115.0,105.0,2200.0,Unknown,AMD,,,,79.95,396,4.95,568,7.1,45.0,8.8,1,2008,AM2,Unknown
27,AMD EPYC 7371,CPU,2018-11-16,14.0,170.0,213.0,4800.0,3100.0,GF,AMD,,,,1808.99,31094,17.19,2377,1.31,,,16,2019,SP3,Server
30,AMD Sempron 140,CPU,2009-07-22,45.0,45.0,117.0,234.0,2700.0,Unknown,AMD,,,,11.95,471,39.42,1044,87.38,45.0,10.47,1,2009,AM3,Desktop
31,AMD EPYC 7501,CPU,2017-06-29,14.0,170.0,213.0,4800.0,2000.0,GF,AMD,,,,3616.0,24925,6.89,1925,0.53,155.0,160.81,32,2017,SP3,Server
48,AMD Ryzen 5 1400,CPU,2017-04-11,14.0,65.0,192.0,4800.0,3200.0,GF,AMD,,,,109.65,7783,70.98,1904,17.36,65.0,119.74,4,2017,AM4,Desktop
59,AMD Athlon II X4 640,CPU,2010-05-11,45.0,95.0,169.0,300.0,3000.0,Unknown,AMD,,,,19.99,2171,108.6,1203,60.19,95.0,22.85,4,2010,AM3,Desktop
61,AMD EPYC 7302,CPU,2019-08-07,7.0,155.0,74.0,3800.0,3000.0,TSMC,AMD,,,,1115.12,33015,29.61,1978,1.77,155.0,213,16,2020,SP3,Server
64,AMD Ryzen 9 5900HX,CPU,2021-01-12,7.0,45.0,156.0,9800.0,3300.0,TSMC,AMD,,,,,23160,,3230,,45.0,514.67,8,2021,FP6,Laptop
65,AMD EPYC 7502,CPU,2019-08-07,7.0,180.0,74.0,3800.0,2500.0,TSMC,AMD,,,,2750.0,49177,17.88,1843,0.67,180.0,273.21,32,2020,SP3,Server
66,AMD Athlon 64 4000+,CPU,2007-02-20,90.0,62.0,230.0,227.0,2600.0,Unknown,AMD,,,,99.95,340,3.4,565,5.65,62.0,5.49,1,2008,AM2,Unknown
77,AMD Athlon 64 3500+,CPU,2005-05-31,90.0,67.0,156.0,154.0,2200.0,Unknown,AMD,,,,79.95,396,4.95,568,7.1,45.0,8.8,1,2008,AM2,Unknown
78,AMD Ryzen 9 5950X,CPU,2020-11-05,7.0,105.0,,,3400.0,TSMC,AMD,,,,649.74,46195,71.1,3498,5.38,105.0,439.96,16,2020,AM4,Desktop
81,AMD EPYC 7763,CPU,2021-03-15,7.0,280.0,,,2450.0,TSMC,AMD,,,,7299.99,88338,12.1,2635,0.36,280.0,315.49,64,2021,SP3,Server
83,AMD Ryzen Threadripper PRO 3955WX,CPU,2020-07-14,7.0,280.0,74.0,3800.0,3900.0,TSMC,AMD,,,,1995.0,40225,20.16,2696,1.35,280.0,143.66,16,2020,sWRX8,Desktop
88,AMD Ryzen 7 3750H,CPU,2019-01-06,12.0,35.0,210.0,4940.0,2300.0,GF,AMD,,,,,8277,,2104,,35.0,236.48,4,2019,FP5,Laptop
90,AMD Ryzen 5 5500U,CPU,2021-01-12,7.0,25.0,156.0,9800.0,2100.0,TSMC,AMD,,,,,13190,,2459,,15.0,879.33,6,2021,FP6,Laptop
100,AMD Athlon XP 2600+,CPU,2002-10-01,130.0,68.0,80.0,37.0,2133.0,Unknown,AMD,,,,23.03,242,10.52,380,16.49,,,1,2008,unknown,Unknown
101,AMD Athlon 64 3000+,CPU,2003-12-15,130.0,89.0,193.0,69.0,2000.0,Unknown,AMD,,,,20.0,303,15.13,506,25.31,89.0,3.4,1,2008,Socket 754,Desktop
107,AMD Athlon Gold 3150G,CPU,2020-07-21,12.0,65.0,,,3500.0,GF,AMD,,,,,7002,,2308,,65.0,107.72,4,2022,AM4,Desktop
110,AMD Athlon 64 3500+,CPU,2007-02-20,90.0,62.0,230.0,227.0,2200.0,Unknown,AMD,,,,79.95,396,4.95,568,7.1,45.0,8.8,1,2008,AM2,Unknown
120,AMD Athlon XP 1900+,CPU,2001-11-05,180.0,68.0,150.0,37.0,1600.0,Unknown,AMD,,,,45.8,203,4.44,312,6.81,,,1,2009,unknown,Unknown
122,AMD Athlon 64 3000+,CPU,2005-04-14,130.0,62.0,,105.0,1800.0,Unknown,AMD,,,,20.0,303,15.13,506,25.31,89.0,3.4,1,2008,Socket 754,Desktop
124,AMD Phenom X3 8550,CPU,2008-04-23,65.0,95.0,285.0,450.0,2200.0,Unknown,AMD,,,,29.95,976,32.59,810,27.06,95.0,10.27,3,2009,AM2/AM2+,Desktop
127,AMD Athlon XP 2200+,CPU,2002-06-10,130.0,68.0,80.0,37.0,1800.0,Unknown,AMD,,,,84.95,214,2.52,335,3.94,,,1,2009,unknown,Unknown
128,AMD Athlon Silver PRO 3125GE,CPU,2020-07-21,12.0,35.0,,,3400.0,GF,AMD,,,,,4633,,2074,,35.0,132.37,2,2020,AM4,Desktop
132,AMD Ryzen 5 4600U,CPU,2020-01-06,7.0,25.0,156.0,9800.0,2100.0,TSMC,AMD,,,,,13460,,2418,,15.0,897.36,6,2020,FP6,Laptop
133,AMD Ryzen Threadripper 2970WX,CPU,2018-10-02,12.0,250.0,213.0,19200.0,3000.0,GF,AMD,,,,669.0,30433,45.49,2358,3.52,250.0,121.73,24,2018,sTR4,Desktop
140,AMD Sempron 3300+,CPU,2005-07-15,90.0,62.0,,69.0,2000.0,Unknown,AMD,,,,20.0,315,15.74,394,19.68,62.0,5.08,1,2008,754,Desktop
141,AMD Ryzen 5 PRO 2600,CPU,2018-09-19,12.0,65.0,192.0,4800.0,3400.0,GF,AMD,,,,,13250,,2263,,65.0,203.84,6,2018,AM4,Desktop
154,AMD Sempron LE-1300,CPU,2007-10-08,65.0,45.0,,,2300.0,Unknown,AMD,,,,27.0,400,14.81,389,14.42,45.0,8.89,1,2009,AM2,Desktop
161,AMD A10-9700E,CPU,2017-07-27,28.0,35.0,246.0,1178.0,3000.0,Unknown,AMD,,,,92.99,2947,31.7,1413,15.2,35.0,84.21,4,2017,AM4,Desktop
165,AMD Opteron 6274,CPU,2011-11-14,32.0,115.0,316.0,2400.0,2200.0,Unknown,AMD,,,,885.95,5286,5.97,849,0.96,115.0,45.97,8,2012,G34,Server
166,AMD Ryzen 7 1800X,CPU,2017-03-02,14.0,95.0,192.0,4800.0,3600.0,GF,AMD,,,,178.03,16306,91.59,2186,12.28,95.0,171.64,8,2017,AM4,Desktop
168,AMD Ryzen 3 3200U,CPU,2019-01-06,12.0,15.0,210.0,4940.0,2600.0,GF,AMD,,,,,3885,,1826,,15.0,259.03,2,2019,FP5,Laptop
172,AMD Ryzen 7 2700X,CPU,2018-04-19,12.0,105.0,192.0,4800.0,3700.0,GF,AMD,,,,212.98,17578,82.54,2436,11.44,105.0,167.41,8,2018,AM4,Desktop
173,AMD Ryzen Embedded V1807B,CPU,2018-02-21,14.0,45.0,210.0,4950.0,3350.0,GF,AMD,,,,,8488,,2190,,45.0,188.62,4,2018,FP5,"Laptop, Mobile/Embedded"
174,AMD Athlon II X3 415e,CPU,2010-05-11,45.0,45.0,169.0,300.0,2500.0,Unknown,AMD,,,,75.0,1441,19.21,1028,13.71,45.0,32.02,3,2010,AM3,Desktop
178,AMD Opteron 6386 SE,CPU,2012-11-05,32.0,140.0,315.0,2400.0,2800.0,Unknown,AMD,,,,135.09,8320,61.59,1340,9.92,140.0,59.43,16,2014,Socket G34,Server
187,AMD Opteron 144,CPU,2005-08-02,90.0,67.0,,106.0,1800.0,Unknown,AMD,,,,29.95,316,10.55,376,12.56,67.0,4.72,1,2008,939,Server
195,AMD Phenom II X4 910,CPU,2009-02-09,45.0,95.0,258.0,758.0,2600.0,Unknown,AMD,,,,100.0,1776,17.76,988,9.88,95.0,18.7,4,2009,AM3,Desktop
196,AMD EPYC 73F3,CPU,2021-03-15,7.0,240.0,,,3500.0,TSMC,AMD,,,,5992.0,46085,7.69,2878,0.48,240.0,192.02,16,2021,SP3,Server
197,AMD Sempron 2500+,CPU,2004-07-28,130.0,62.0,80.0,37.0,1750.0,Unknown,AMD,,,,59.95,207,3.45,405,6.75,,,1,2009,Socket A,Desktop
199,AMD EPYC 7601,CPU,2017-06-29,14.0,180.0,213.0,4800.0,2200.0,GF,AMD,,,,899.95,42244,46.94,1941,2.16,180.0,234.69,32,2017,SP3,Server
203,AMD Ryzen 3 3100,CPU,2020-04-24,7.0,65.0,74.0,3800.0,3600.0,TSMC,AMD,,,,137.95,11660,84.52,2427,17.59,65.0,179.38,4,2020,AM4,Desktop
221,AMD Athlon II X4 610e,CPU,2010-05-11,45.0,45.0,169.0,300.0,2400.0,Unknown,AMD,,,,17.9,1871,104.55,999,55.81,45.0,41.59,4,2010,AM3,Desktop
224,AMD Sempron 2800+,CPU,2006-05-23,90.0,62.0,103.0,81.0,1600.0,Unknown,AMD,,,,29.95,243,8.11,408,13.63,62.0,3.92,1,2008,AM2,Desktop
227,AMD EPYC 7443P,CPU,2021-03-15,7.0,200.0,,,2850.0,TSMC,AMD,,,,1499.99,57666,38.44,2965,1.98,200.0,288.33,24,2021,SP3,Server
232,AMD Athlon XP 2600+,CPU,2003-09-01,130.0,68.0,,63.0,2083.0,Unknown,AMD,,,,23.03,242,10.52,380,16.49,,,1,2008,unknown,Unknown
234,AMD Ryzen Threadripper 1900X,CPU,2017-08-31,14.0,125.0,213.0,9600.0,3800.0,GF,AMD,,,,249.99,16955,67.82,2343,9.37,180.0,94.19,8,2017,sTR4,Desktop
239,AMD Opteron 6282 SE,CPU,2011-11-14,32.0,140.0,316.0,2400.0,2600.0,Unknown,AMD,,,,223.39,6385,28.58,953,4.27,140.0,45.61,16,2013,unknown,Server
245,AMD Opteron 152,CPU,2005-08-02,90.0,104.0,,106.0,2600.0,Unknown,AMD,,,,,428,,487,,104.0,4.12,1,2009,939,Server
246,AMD Sempron 3400+,CPU,2006-01-23,90.0,62.0,,69.0,2000.0,Unknown,AMD,,,,86.68,292,3.37,346,3.99,62.0,4.71,1,2008,AM2,Desktop
249,AMD Sempron 2600+,CPU,2004-07-28,90.0,62.0,,63.0,1600.0,Unknown,AMD,,,,34.95,253,7.23,325,9.31,,,1,2008,Socket A,Desktop
251,AMD Athlon Gold PRO 3150GE,CPU,2020-07-21,12.0,35.0,,,3500.0,GF,AMD,,,,,7093,,2164,,35.0,202.64,4,2020,AM4,Desktop
256,AMD Phenom II X4 830,CPU,2009-09-01,45.0,95.0,258.0,758.0,2800.0,Unknown,AMD,,,,19.01,2022,106.38,1083,56.96,95.0,21.29,4,2010,AM2+/AM3,Unknown
257,AMD Athlon II X2 250,CPU,2009-06-02,45.0,65.0,117.0,410.0,3000.0,Unknown,AMD,,,,38.95,1083,27.8,1155,29.66,65.0,16.66,2,2009,AM3,Desktop
262,AMD Athlon II X4 635,CPU,2010-01-25,45.0,95.0,169.0,300.0,2900.0,Unknown,AMD,,,,19.97,2108,105.55,1141,57.12,95.0,22.19,4,2010,AM3,Desktop
267,AMD A12-9800E,CPU,2017-07-27,28.0,35.0,246.0,1178.0,3100.0,Unknown,AMD,,,,371.05,3447,9.29,1604,4.32,35.0,98.49,4,2017,AM4,Desktop
275,AMD Ryzen 7 1700X,CPU,2017-03-02,14.0,95.0,192.0,4800.0,3400.0,GF,AMD,,,,168.06,15496,92.21,2074,12.34,95.0,163.12,8,2017,AM4,Desktop
277,AMD Ryzen Embedded V1605B,CPU,2018-02-21,14.0,15.0,210.0,4950.0,2000.0,GF,AMD,,,,,6822,,1961,,15.0,454.81,4,2018,FP5,"Laptop, Mobile/Embedded"
281,AMD Sempron 2800+,CPU,2004-07-28,90.0,25.0,,63.0,1600.0,Unknown,AMD,,,,29.95,243,8.11,408,13.63,62.0,3.92,1,2008,AM2,Desktop
285,AMD Athlon 64 3800+,CPU,2004-06-01,130.0,89.0,144.0,69.0,2400.0,Unknown,AMD,,,,131.01,292,2.23,461,3.52,45.0,6.5,1,2009,AM2,Unknown
287,AMD Opteron 144,CPU,2005-08-02,90.0,67.0,,106.0,1800.0,Unknown,AMD,,,,29.95,316,10.55,376,12.56,67.0,4.72,1,2008,939,Server
290,AMD Phenom II X2 B57,CPU,2010-05-11,45.0,80.0,258.0,758.0,3200.0,Unknown,AMD,,,,,1099,,1231,,80.0,13.73,2,2010,unknown,Unknown
293,AMD EPYC 7402,CPU,2019-08-07,7.0,180.0,74.0,3800.0,2800.0,TSMC,AMD,,,,1962.0,51368,26.18,2081,1.06,180.0,285.38,24,2020,SP3,Server
299,AMD Athlon 64 3700+,CPU,2005-04-14,130.0,83.0,,105.0,2400.0,Unknown,AMD,,,,89.95,394,4.38,435,4.83,89.0,4.42,1,2008,939,Desktop
301,AMD Sempron 3800+,CPU,2006-10-23,90.0,62.0,103.0,81.0,2200.0,Unknown,AMD,,,,14.99,360,24.03,422,28.17,62.0,5.81,1,2008,AM2,Desktop
309,AMD Opteron 4386,CPU,2012-12-04,32.0,95.0,315.0,1200.0,3100.0,Unknown,AMD,,,,239.7,4378,18.26,1012,4.22,95.0,46.08,4,2014,C32,Server
312,AMD Phenom II X4 920,CPU,2009-01-08,45.0,125.0,258.0,758.0,2800.0,Unknown,AMD,,,,27.89,1899,68.1,1068,38.31,125.0,15.2,4,2009,AM2+,Desktop
314,AMD Sempron 2500+,CPU,2005-07-07,90.0,62.0,84.0,63.0,1400.0,Unknown,AMD,,,,59.95,207,3.45,405,6.75,,,1,2009,Socket A,Desktop
316,AMD Sempron 3500+,CPU,2005-10-01,90.0,62.0,84.0,63.0,2000.0,Unknown,AMD,,,,24.99,232,9.28,264,10.56,62.0,3.74,1,2009,AM2,Desktop
327,AMD Ryzen 5 2600X,CPU,2018-04-19,12.0,95.0,192.0,4800.0,3600.0,GF,AMD,,,,154.39,14053,91.02,2406,15.58,95.0,147.92,6,2018,AM4,Desktop
330,AMD Ryzen 7 4700U,CPU,2020-01-06,7.0,25.0,156.0,9800.0,1800.0,TSMC,AMD,,,,,13648,,2553,,15.0,909.83,8,2020,FP6,Laptop
336,AMD Ryzen 5 1500X,CPU,2017-04-11,14.0,65.0,192.0,4800.0,3500.0,GF,AMD,,,,120.36,9083,75.47,2110,17.53,65.0,139.75,4,2017,AM4,Desktop
347,AMD Opteron 6376,CPU,2012-11-05,32.0,115.0,315.0,2400.0,2300.0,Unknown,AMD,,,,2055.0,5572,2.71,1165,0.57,115.0,48.45,8,2013,Socket G34,Server
356,AMD Sempron 2800+,CPU,2005-07-15,90.0,25.0,,69.0,1600.0,Unknown,AMD,,,,29.95,243,8.11,408,13.63,62.0,3.92,1,2008,AM2,Desktop
362,AMD Athlon II X2 250e,CPU,2010-09-21,45.0,45.0,117.0,410.0,3000.0,Unknown,AMD,,,,76.73,1155,15.05,1201,15.65,45.0,25.67,2,2011,AM3,Desktop
366,AMD EPYC 7232P,CPU,2019-08-07,7.0,120.0,74.0,3800.0,3100.0,TSMC,AMD,,,,390.27,17017,43.6,1549,3.97,120.0,141.81,8,2020,SP3,Server
368,AMD Athlon II X2 220,CPU,2010-09-21,45.0,65.0,117.0,410.0,2800.0,Unknown,AMD,,,,59.95,1024,17.07,1105,18.43,65.0,15.75,2,2010,AM3,Desktop
369,AMD Opteron 4334,CPU,2012-12-04,32.0,95.0,315.0,1200.0,3100.0,Unknown,AMD,,,,129.95,3949,30.39,1269,9.76,95.0,41.57,3,2016,Socket C32,Server
382,AMD EPYC 7742,CPU,2019-08-07,7.0,225.0,74.0,3800.0,2250.0,TSMC,AMD,,,,5045.99,68749,13.62,2145,0.43,225.0,305.55,64,2019,SP3,Server
386,AMD Sempron LE-1150,CPU,2007-08-01,65.0,45.0,,,2000.0,Unknown,AMD,,,,14.94,251,16.82,477,31.92,45.0,5.59,1,2009,AM2,Desktop
390,AMD Sempron 130,CPU,2011-08-01,45.0,45.0,117.0,234.0,2600.0,Unknown,AMD,,,,30.0,501,16.69,1064,35.47,45.0,11.13,1,2012,AM2+/AM3,Unknown
392,AMD Sempron 3100+,CPU,2005-05-03,90.0,62.0,,63.0,1800.0,Unknown,AMD,,,,65.0,298,4.58,383,5.89,62.0,4.8,1,2009,754,Desktop
394,AMD Sempron 2300+,CPU,2004-07-28,130.0,62.0,80.0,37.0,1583.0,Unknown,AMD,,,,45.0,207,4.6,314,6.98,,,1,2009,Socket A,Desktop
402,AMD Athlon 64 3800+,CPU,2006-05-23,90.0,62.0,183.0,154.0,2400.0,Unknown,AMD,,,,131.01,292,2.23,461,3.52,45.0,6.5,1,2009,AM2,Unknown
406,AMD Athlon XP 2200+,CPU,2003-09-01,130.0,63.0,,63.0,1800.0,Unknown,AMD,,,,84.95,214,2.52,335,3.94,,,1,2009,unknown,Unknown
422,AMD Phenom II X3 B75,CPU,2009-10-01,45.0,95.0,258.0,758.0,3000.0,Unknown,AMD,,,,49.95,1560,31.23,1161,23.23,95.0,16.42,3,2009,AM3,Desktop
423,AMD Athlon 64 3000+,CPU,2004-04-27,130.0,89.0,144.0,69.0,1800.0,Unknown,AMD,,,,20.0,303,15.13,506,25.31,89.0,3.4,1,2008,Socket 754,Desktop
424,AMD Athlon 64 3200+,CPU,2001-01-01,130.0,89.0,193.0,105.0,2200.0,Unknown,AMD,,,,149.95,340,2.27,568,3.79,62.0,5.48,1,2008,AM2,Unknown
429,AMD Athlon II X3 455,CPU,2010-12-07,45.0,95.0,169.0,300.0,3300.0,Unknown,AMD,,,,39.99,1832,45.82,1343,33.59,95.0,19.29,3,2010,AM3,Desktop
431,AMD Ryzen 7 2700,CPU,2018-04-19,12.0,65.0,192.0,4800.0,3200.0,GF,AMD,,,,254.2,15654,61.58,2197,8.64,65.0,240.82,8,2018,AM4,Desktop
435,AMD Sempron 150,CPU,2010-12-07,45.0,45.0,117.0,234.0,2900.0,Unknown,AMD,,,,14.95,498,33.32,1079,72.16,45.0,11.07,1,2011,AM3,Desktop
446,AMD C-50,CPU,2011-01-04,40.0,9.0,75.0,,1000.0,Unknown,AMD,,,,,260,,315,,9.0,28.93,2,2011,FT1,Laptop
447,AMD Athlon 64 FX-74,CPU,2006-11-30,90.0,125.0,235.0,227.0,3000.0,Unknown,AMD,,,,499.5,972,1.95,617,1.24,125.0,7.78,2,2009,F (1207),Desktop
452,AMD Phenom II X3 B73,CPU,2009-10-01,45.0,95.0,258.0,758.0,2800.0,Unknown,AMD,,,,75.0,1538,20.5,1056,14.08,95.0,16.19,3,2010,AM3,Desktop
453,AMD Ryzen 3 1300X,CPU,2017-07-27,14.0,65.0,192.0,4800.0,3400.0,GF,AMD,,,,115.0,6925,60.22,2096,18.23,65.0,106.54,4,2017,AM4,Desktop
459,AMD Ryzen 5 PRO 3500U,CPU,2019-04-08,12.0,15.0,210.0,4940.0,2100.0,GF,AMD,,,,,6968,,1964,,15.0,464.55,4,2019,FP5,Laptop
462,AMD Athlon XP 2400+,CPU,2002-08-21,130.0,68.0,80.0,63.0,2000.0,Unknown,AMD,,,,79.99,234,2.93,375,4.69,,,1,2009,unknown,Unknown
464,AMD EPYC 7401P,CPU,2017-06-29,14.0,170.0,213.0,4800.0,2000.0,GF,AMD,,,,249.99,28271,113.09,1689,6.76,155.0,182.4,24,2017,SP3,Server
471,AMD Phenom II X3 705e,CPU,2009-06-02,45.0,65.0,258.0,758.0,2500.0,Unknown,AMD,,,,152.34,1222,8.02,962,6.31,65.0,18.81,3,2009,AM3,Desktop
473,AMD Athlon XP 3000+,CPU,2001-01-01,130.0,68.0,101.0,63.0,2100.0,Unknown,AMD,,,,79.7,262,3.29,396,4.97,62.0,4.22,1,2009,Socket A,Desktop
474,AMD Phenom II X3 700e,CPU,2009-06-02,45.0,65.0,258.0,758.0,2400.0,Unknown,AMD,,,,,1430,,969,,65.0,21.99,3,2010,AM3,Desktop
476,AMD Sempron 3000+,CPU,2001-01-01,130.0,25.0,144.0,69.0,1800.0,Unknown,AMD,,,,34.95,268,7.66,333,9.53,62.0,4.32,1,2008,AM2,Desktop
484,AMD Ryzen 5 3400G,CPU,2019-07-07,12.0,65.0,210.0,4940.0,3700.0,GF,AMD,,,,228.0,9331,40.93,2360,10.35,65.0,143.56,4,2019,AM4,Desktop
487,AMD Ryzen 3 PRO 4350GE,CPU,2020-07-21,7.0,35.0,,,3500.0,TSMC,AMD,,,,,11270,,2567,,35.0,322.01,4,2020,AM4,Desktop
489,AMD EPYC 7272,CPU,2019-08-07,7.0,120.0,74.0,3800.0,2600.0,TSMC,AMD,,,,605.45,26446,43.68,2013,3.32,120.0,220.38,12,2020,SP3,Server
493,AMD Athlon 64 2800+,CPU,2004-04-27,130.0,89.0,144.0,69.0,1800.0,Unknown,AMD,,,,99.99,295,2.95,375,3.75,89.0,3.32,1,2009,754,Unknown
498,AMD Ryzen 5 5600G,CPU,2021-04-13,7.0,65.0,,,3900.0,TSMC,AMD,,,,179.97,19830,110.19,3187,17.71,65.0,305.08,6,2021,AM4,Desktop
502,AMD Ryzen Threadripper 1920X,CPU,2017-08-10,14.0,180.0,213.0,9600.0,3500.0,GF,AMD,,,,299.99,22903,76.35,2300,7.67,180.0,127.24,12,2017,sTR4,Desktop
506,AMD EPYC 7551P,CPU,2017-06-29,14.0,180.0,213.0,4800.0,2000.0,GF,AMD,,,,369.99,30313,81.93,1719,4.65,180.0,168.4,32,2018,SP3,Server
509,AMD Ryzen 7 4700GE,CPU,2020-07-21,7.0,35.0,,,3100.0,TSMC,AMD,,,,,20392,,2727,,35.0,582.62,8,2020,AM4,Desktop
511,AMD EPYC 7451,CPU,2017-06-29,14.0,180.0,213.0,4800.0,2300.0,GF,AMD,,,,2015.12,20471,10.16,1975,0.98,180.0,113.73,24,2018,SP3,Server
513,AMD Ryzen 7 PRO 3700U,CPU,2019-04-08,12.0,15.0,210.0,4940.0,2300.0,GF,AMD,,,,,7310,,2009,,15.0,487.33,4,2019,FP5,Laptop
