Unnamed: 0,CPUname,Type,Release Date,Process Size (nm),TDP (W),Die Size (mm^2),Transistors (million),Freq (MHz),Foundry,Vendor,FP16 GFLOPS,FP32 GFLOPS,FP64 GFLOPS
443,AMD Athlon XP 2800+ DTR,CPU,2001-01-01,130.0,68.0,101.0,63.0,2083.0,Unknown,AMD,,,
446,AMD C-50,CPU,2011-01-04,40.0,9.0,75.0,,1000.0,Unknown,AMD,,,
447,AMD Athlon 64 FX-74,CPU,2006-11-30,90.0,125.0,235.0,227.0,3000.0,Unknown,AMD,,,
449,AMD Turion 64 ML-40,CPU,2005-06-22,90.0,35.0,125.0,114.0,2200.0,Unknown,AMD,,,
452,AMD Phenom II X3 B73,CPU,2009-10-01,45.0,95.0,258.0,758.0,2800.0,Unknown,AMD,,,
453,AMD Ryzen 3 1300X,CPU,2017-07-27,14.0,65.0,192.0,4800.0,3400.0,GF,AMD,,,
457,AMD Athlon X2 4050e,CPU,2008-04-21,65.0,45.0,126.0,154.0,2100.0,Unknown,AMD,,,
459,AMD Ryzen 5 PRO 3500U,CPU,2019-04-08,12.0,15.0,210.0,4940.0,2100.0,GF,AMD,,,
462,AMD Athlon XP 2400+,CPU,2002-08-21,130.0,68.0,80.0,63.0,2000.0,Unknown,AMD,,,
463,AMD E1-2100,CPU,2013-05-23,32.0,9.0,246.0,1178.0,1000.0,Unknown,AMD,,,
464,AMD EPYC 7401P,CPU,2017-06-29,14.0,170.0,213.0,4800.0,2000.0,GF,AMD,,,
466,AMD Turion X2 Ultra ZM-87,CPU,2008-06-01,65.0,35.0,,,2400.0,Unknown,AMD,,,
471,AMD Phenom II X3 705e,CPU,2009-06-02,45.0,65.0,258.0,758.0,2500.0,Unknown,AMD,,,
473,AMD Athlon XP 3000+,CPU,2001-01-01,130.0,68.0,101.0,63.0,2100.0,Unknown,AMD,,,
474,AMD Phenom II X3 700e,CPU,2009-06-02,45.0,65.0,258.0,758.0,2400.0,Unknown,AMD,,,
475,AMD Opteron 842,CPU,2003-09-09,130.0,82.0,193.0,106.0,1600.0,Unknown,AMD,,,
476,AMD Sempron 3000+,CPU,2001-01-01,130.0,25.0,144.0,69.0,1800.0,Unknown,AMD,,,
479,AMD Opteron X2 270 HE,CPU,2005-12-01,90.0,55.0,,233.0,2000.0,Unknown,AMD,,,
481,AMD FX-8140,CPU,2012-10-23,32.0,95.0,315.0,1200.0,3200.0,Unknown,AMD,,,
484,AMD Ryzen 5 3400G,CPU,2019-07-07,12.0,65.0,210.0,4940.0,3700.0,GF,AMD,,,
486,AMD Athlon 64 X2 6000+,CPU,2007-02-20,90.0,125.0,220.0,227.0,3000.0,Unknown,AMD,,,
487,AMD Ryzen 3 PRO 4350GE,CPU,2020-07-21,7.0,35.0,,,3500.0,TSMC,AMD,,,
489,AMD EPYC 7272,CPU,2019-08-07,7.0,120.0,74.0,3800.0,2600.0,TSMC,AMD,,,
491,AMD Athlon 64 LE-1660,CPU,2008-05-01,65.0,45.0,77.0,122.0,2800.0,Unknown,AMD,,,
493,AMD Athlon 64 2800+,CPU,2004-04-27,130.0,89.0,144.0,69.0,1800.0,Unknown,AMD,,,
494,AMD Turion X2 Ultra ZM-88,CPU,2008-12-01,65.0,35.0,,,2500.0,Unknown,AMD,,,
498,AMD Ryzen 5 5600G,CPU,2021-04-13,7.0,65.0,,,3900.0,TSMC,AMD,,,
499,AMD Phenom X3 8400,CPU,2008-03-27,65.0,95.0,285.0,450.0,2100.0,Unknown,AMD,,,
502,AMD Ryzen Threadripper 1920X,CPU,2017-08-10,14.0,180.0,213.0,9600.0,3500.0,GF,AMD,,,
506,AMD EPYC 7551P,CPU,2017-06-29,14.0,180.0,213.0,4800.0,2000.0,GF,AMD,,,
507,AMD Athlon XP-M 2000+,CPU,2001-01-01,130.0,45.0,101.0,63.0,1533.0,Unknown,AMD,,,
509,AMD Ryzen 7 4700GE,CPU,2020-07-21,7.0,35.0,,,3100.0,TSMC,AMD,,,
510,AMD A6-3400M,CPU,2011-06-14,32.0,35.0,228.0,1178.0,1400.0,Unknown,AMD,,,
511,AMD EPYC 7451,CPU,2017-06-29,14.0,180.0,213.0,4800.0,2300.0,GF,AMD,,,
513,AMD Ryzen 7 PRO 3700U,CPU,2019-04-08,12.0,15.0,210.0,4940.0,2300.0,GF,AMD,,,
514,AMD Athlon 64 X2 5200+,CPU,2006-09-06,90.0,89.0,220.0,154.0,2600.0,Unknown,AMD,,,
515,AMD Athlon 64 X2 4200+,CPU,2006-05-23,90.0,89.0,220.0,154.0,2200.0,Unknown,AMD,,,
518,AMD Athlon II X2 260,CPU,2010-05-11,45.0,65.0,117.0,410.0,3200.0,Unknown,AMD,,,
520,AMD Opteron 840,CPU,2004-05-18,130.0,82.0,193.0,106.0,1400.0,Unknown,AMD,,,
521,AMD Athlon 64 X2 4600+,CPU,2008-04-22,65.0,65.0,126.0,154.0,2400.0,Unknown,AMD,,,
524,AMD A8-3850,CPU,2011-06-30,32.0,100.0,228.0,1178.0,2900.0,Unknown,AMD,,,
526,AMD Opteron 240 EE,CPU,2004-02-14,130.0,30.0,193.0,106.0,1400.0,Unknown,AMD,,,
527,AMD Opteron 3380,CPU,2012-12-04,32.0,65.0,315.0,1200.0,2600.0,Unknown,AMD,,,
536,AMD Athlon II X3 440,CPU,2010-01-25,45.0,95.0,169.0,300.0,3000.0,Unknown,AMD,,,
537,AMD Phenom II X6 1055T (125W),CPU,2010-04-27,45.0,125.0,346.0,904.0,2800.0,Unknown,AMD,,,
539,AMD Ryzen 3 PRO 1300,CPU,2017-06-29,14.0,65.0,192.0,4800.0,3200.0,GF,AMD,,,
541,AMD Sempron 3100+,CPU,2005-01-01,90.0,25.0,,63.0,1800.0,Unknown,AMD,,,
543,AMD Athlon XP-M 3000+,CPU,2001-01-01,130.0,45.0,101.0,63.0,2200.0,Unknown,AMD,,,
545,AMD Sempron 2600+,CPU,2001-01-01,130.0,62.0,101.0,63.0,1833.0,Unknown,AMD,,,
546,AMD FX-8320E,CPU,2014-09-02,32.0,95.0,315.0,1200.0,3200.0,Unknown,AMD,,,
547,AMD Athlon X2 5050e,CPU,2008-10-21,65.0,45.0,126.0,154.0,2600.0,Unknown,AMD,,,
548,AMD Ryzen 5 PRO 2500U,CPU,2019-01-08,14.0,15.0,246.0,,2000.0,GF,AMD,,,
551,AMD EPYC 7301,CPU,2017-06-29,14.0,170.0,213.0,4800.0,2200.0,GF,AMD,,,
552,AMD EPYC 7551,CPU,2017-06-29,14.0,180.0,213.0,4800.0,2000.0,GF,AMD,,,
556,AMD Athlon 1300,CPU,2001-03-21,180.0,68.0,120.0,37.0,1300.0,Unknown,AMD,,,
560,AMD Opteron 2350 HE,CPU,2008-10-01,65.0,79.0,285.0,463.0,2000.0,Unknown,AMD,,,
563,AMD Athlon 64 1500+,CPU,2005-11-07,90.0,9.0,84.0,69.0,1000.0,Unknown,AMD,,,
564,AMD Sempron 3100+,CPU,2005-04-01,90.0,62.0,84.0,63.0,1800.0,Unknown,AMD,,,
565,AMD Sempron 3400+,CPU,2006-05-23,90.0,62.0,103.0,81.0,1800.0,Unknown,AMD,,,
566,AMD Mobile Athlon 64 3200+,CPU,2003-08-01,130.0,82.0,193.0,106.0,2000.0,Unknown,AMD,,,
567,AMD Athlon 3000G,CPU,2019-11-20,14.0,35.0,148.0,4800.0,3500.0,Unknown,AMD,,,
569,AMD Phenom X3 8850,CPU,2008-10-21,65.0,95.0,285.0,450.0,2500.0,Unknown,AMD,,,
570,AMD Sempron 2200+,CPU,2004-08-01,130.0,62.0,80.0,37.0,1500.0,Unknown,AMD,,,
572,AMD Phenom X4 9600B,CPU,2008-04-28,65.0,95.0,285.0,450.0,2300.0,Unknown,AMD,,,
573,AMD Opteron 842,CPU,2004-12-01,90.0,85.0,,106.0,1600.0,Unknown,AMD,,,
574,AMD Athlon XP 1800+,CPU,2002-06-10,130.0,51.0,80.0,37.0,1533.0,Unknown,AMD,,,
577,AMD Sempron 2600+,CPU,2004-07-28,90.0,25.0,,63.0,1600.0,Unknown,AMD,,,
578,AMD Athlon XP 2500+,CPU,2003-02-10,130.0,68.0,101.0,63.0,1833.0,Unknown,AMD,,,
584,AMD Opteron 3350 HE,CPU,2012-12-04,32.0,45.0,315.0,1200.0,2800.0,Unknown,AMD,,,
585,AMD Athlon 64 3200+,CPU,2005-04-04,90.0,67.0,83.0,69.0,2000.0,Unknown,AMD,,,
587,AMD A8-5557M,CPU,2013-06-01,32.0,35.0,246.0,1178.0,2100.0,Unknown,AMD,,,
589,AMD Ryzen 3 5300G,CPU,2021-04-13,7.0,65.0,,,4000.0,TSMC,AMD,,,
592,AMD EPYC 7542,CPU,2019-08-07,7.0,225.0,74.0,3800.0,2900.0,TSMC,AMD,,,
593,AMD Athlon 64 3000+,CPU,2006-05-23,90.0,62.0,183.0,154.0,1800.0,Unknown,AMD,,,
594,AMD E2-2000,CPU,2013-01-06,40.0,18.0,75.0,,1750.0,Unknown,AMD,,,
596,AMD Athlon 64 X2 3600+,CPU,2006-12-05,65.0,65.0,126.0,154.0,1900.0,Unknown,AMD,,,
597,AMD EPYC 7402P,CPU,2019-08-07,7.0,180.0,74.0,3800.0,2800.0,TSMC,AMD,,,
603,AMD Opteron 144,CPU,2003-06-30,130.0,85.0,193.0,106.0,1800.0,Unknown,AMD,,,
607,AMD EPYC 7H12,CPU,2019-09-18,7.0,280.0,74.0,3800.0,2600.0,TSMC,AMD,,,
609,AMD Phenom II X2 B55,CPU,2009-10-01,45.0,80.0,258.0,758.0,3000.0,Unknown,AMD,,,
610,AMD Athlon 64 LE-1600,CPU,2007-10-08,90.0,45.0,3.0,154.0,2200.0,Unknown,AMD,,,
612,AMD Opteron 148,CPU,2003-11-17,130.0,89.0,193.0,106.0,2200.0,Unknown,AMD,,,
616,AMD Athlon II X3 450,CPU,2010-09-21,45.0,95.0,169.0,300.0,3200.0,Unknown,AMD,,,
618,AMD Athlon 64 FX-76,CPU,2006-11-01,90.0,125.0,235.0,227.0,3200.0,Unknown,AMD,,,
621,AMD Athlon 950,CPU,2000-06-05,180.0,52.0,120.0,37.0,950.0,Unknown,AMD,,,
622,AMD Athlon X2 7850 BE,CPU,2009-04-28,65.0,95.0,285.0,450.0,2800.0,Unknown,AMD,,,
624,AMD Sempron 2600+,CPU,2004-08-01,90.0,62.0,84.0,63.0,1600.0,Unknown,AMD,,,
626,AMD EPYC 7702,CPU,2019-08-07,7.0,200.0,74.0,3800.0,2000.0,TSMC,AMD,,,
630,AMD Athlon 64 3500+,CPU,2004-06-01,130.0,89.0,193.0,106.0,2200.0,Unknown,AMD,,,
633,AMD Ryzen 5 5600X,CPU,2020-11-05,7.0,65.0,,,3700.0,TSMC,AMD,,,
635,AMD FX-8100,CPU,2011-10-12,32.0,95.0,315.0,1200.0,2800.0,Unknown,AMD,,,
636,AMD Ryzen Threadripper 1940,CPU,2017-07-29,14.0,180.0,213.0,9600.0,3200.0,GF,AMD,,,
638,AMD Sempron 2800+,CPU,2004-07-28,90.0,62.0,,63.0,1600.0,Unknown,AMD,,,
639,AMD Mobile Athlon 64 2800+,CPU,2003-08-01,130.0,82.0,193.0,106.0,1800.0,Unknown,AMD,,,
640,AMD E1-1200,CPU,2012-06-06,40.0,18.0,75.0,,1400.0,Unknown,AMD,,,
643,AMD Mobile Athlon 64 3000+,CPU,2003-08-01,130.0,82.0,193.0,106.0,1800.0,Unknown,AMD,,,
645,AMD Sempron 3000+,CPU,2005-07-15,90.0,25.0,,69.0,1800.0,Unknown,AMD,,,
648,AMD Phenom II X4 820,CPU,2009-09-01,45.0,95.0,258.0,758.0,2800.0,Unknown,AMD,,,
649,AMD Opteron 43CX EE,CPU,2012-12-04,32.0,35.0,315.0,1200.0,2200.0,Unknown,AMD,,,
650,AMD Ryzen 5 PRO 2400G,CPU,2018-05-10,14.0,65.0,210.0,4950.0,3600.0,GF,AMD,,,
652,AMD Ryzen 5 PRO 1500,CPU,2017-06-29,14.0,65.0,192.0,4800.0,3500.0,GF,AMD,,,
653,AMD Phenom II X4 840T,CPU,2010-09-01,45.0,95.0,346.0,904.0,2900.0,Unknown,AMD,,,
656,AMD Athlon 64 3600+,CPU,2004-06-01,130.0,89.0,193.0,106.0,2400.0,Unknown,AMD,,,
657,AMD Phenom X4 9100e,CPU,2008-03-27,65.0,65.0,285.0,450.0,1800.0,Unknown,AMD,,,
661,AMD Athlon 1333,CPU,2001-03-21,180.0,70.0,120.0,37.0,1333.0,Unknown,AMD,,,
662,AMD Athlon 64 3200+,CPU,2004-10-14,90.0,67.0,84.0,69.0,2000.0,Unknown,AMD,,,
663,AMD Turion X2 RM-77,CPU,2008-12-01,65.0,35.0,,,2300.0,Unknown,AMD,,,
664,AMD Phenom II X4 910e,CPU,2010-01-25,45.0,65.0,258.0,758.0,2600.0,Unknown,AMD,,,
666,AMD EPYC 7543P,CPU,2021-03-15,7.0,225.0,,,2800.0,TSMC,AMD,,,
674,AMD Sempron 3000+,CPU,2004-07-28,90.0,62.0,,63.0,1800.0,Unknown,AMD,,,
675,AMD A8-3510MX,CPU,2011-06-14,32.0,45.0,228.0,1178.0,1800.0,Unknown,AMD,,,
678,AMD Phenom II X3 740 BE,CPU,2009-09-01,45.0,95.0,258.0,758.0,3000.0,Unknown,AMD,,,
679,AMD Athlon Gold PRO 3150G,CPU,2020-07-21,12.0,65.0,,,3500.0,GF,AMD,,,
680,AMD Opteron 252,CPU,2005-02-14,90.0,92.0,,106.0,2600.0,Unknown,AMD,,,
683,AMD Athlon II X4 620,CPU,2009-09-16,45.0,95.0,169.0,300.0,2600.0,Unknown,AMD,,,
684,AMD Ryzen Threadripper 1950X,CPU,2017-08-10,14.0,180.0,213.0,9600.0,3400.0,GF,AMD,,,
686,AMD A6-5350M,CPU,2013-06-01,32.0,35.0,246.0,1178.0,2900.0,Unknown,AMD,,,
687,AMD Phenom X4 9550,CPU,2008-03-27,65.0,95.0,285.0,450.0,2200.0,Unknown,AMD,,,
697,AMD Opteron X2150,CPU,2013-05-29,28.0,22.0,,,1900.0,Unknown,AMD,,,
699,AMD Phenom II X2 565 BE,CPU,2010-12-07,45.0,80.0,258.0,758.0,3400.0,Unknown,AMD,,,
701,AMD Turion 64 ML-34,CPU,2005-03-10,90.0,35.0,125.0,114.0,1800.0,Unknown,AMD,,,
706,AMD E2-1800,CPU,2012-06-06,40.0,18.0,75.0,,1700.0,Unknown,AMD,,,
710,AMD Athlon 64 3700+,CPU,2004-06-01,130.0,89.0,193.0,105.0,2400.0,Unknown,AMD,,,
711,AMD E2-3000,CPU,2013-05-23,32.0,15.0,246.0,1178.0,1650.0,Unknown,AMD,,,
712,AMD Athlon 64 3100+,CPU,2008-04-21,65.0,25.0,77.0,122.0,2000.0,Unknown,AMD,,,
715,AMD Athlon XP 2600+,CPU,2001-01-01,130.0,68.0,101.0,63.0,1917.0,Unknown,AMD,,,
718,AMD EPYC 74F3,CPU,2021-03-15,7.0,240.0,,,2800.0,TSMC,AMD,,,
720,AMD Athlon XP 1700+,CPU,2001-01-01,130.0,50.0,80.0,37.0,1467.0,Unknown,AMD,,,
721,AMD Ryzen 9 3900X,CPU,2019-07-07,7.0,105.0,74.0,3800.0,3800.0,TSMC,AMD,,,
722,AMD Opteron 150,CPU,2004-05-18,130.0,89.0,193.0,106.0,2400.0,Unknown,AMD,,,
723,AMD Ryzen 3 4300GE,CPU,2020-07-21,7.0,35.0,,,3500.0,TSMC,AMD,,,
727,AMD FX-9370,CPU,2013-07-06,32.0,220.0,315.0,1200.0,4400.0,Unknown,AMD,,,
730,AMD Athlon 64 3400+,CPU,2001-01-01,90.0,67.0,83.0,69.0,2200.0,Unknown,AMD,,,
733,AMD Athlon XP 2000+,CPU,2003-09-01,130.0,60.0,,63.0,1667.0,Unknown,AMD,,,
734,AMD E-350,CPU,2011-01-04,40.0,18.0,75.0,,1600.0,Unknown,AMD,,,
736,AMD Athlon II X2 250u,CPU,2009-10-20,45.0,25.0,117.0,410.0,1600.0,Unknown,AMD,,,
742,AMD Ryzen Threadripper 1940X,CPU,2017-07-29,14.0,180.0,213.0,9600.0,3500.0,GF,AMD,,,
751,AMD A4-6300,CPU,2013-06-01,32.0,65.0,246.0,1178.0,3700.0,Unknown,AMD,,,
752,AMD A10-9700,CPU,2017-07-27,28.0,65.0,246.0,1178.0,3500.0,Unknown,AMD,,,
753,AMD Turion 64 MT-32,CPU,2005-03-10,90.0,25.0,125.0,114.0,1800.0,Unknown,AMD,,,
755,AMD Athlon 64 3800+,CPU,2007-02-20,65.0,45.0,77.0,122.0,2400.0,Unknown,AMD,,,
757,AMD Turion X2 Ultra ZM-82,CPU,2008-06-01,65.0,35.0,,,2200.0,Unknown,AMD,,,
759,AMD Opteron 140,CPU,2003-09-09,130.0,82.0,193.0,106.0,1400.0,Unknown,AMD,,,
760,AMD EPYC 7552,CPU,2019-08-07,7.0,200.0,74.0,3800.0,2200.0,TSMC,AMD,,,
763,AMD Athlon 64 3500+,CPU,2004-10-14,90.0,67.0,84.0,69.0,2200.0,Unknown,AMD,,,
764,AMD Mobile Athlon 64 3000+,CPU,2004-08-01,130.0,62.0,193.0,106.0,1800.0,Unknown,AMD,,,
766,AMD Phenom X4 9850 (95W),CPU,2008-10-01,65.0,95.0,285.0,450.0,2500.0,Unknown,AMD,,,
768,AMD Sempron 3200+ EE SFF,CPU,2006-05-23,90.0,35.0,103.0,81.0,1800.0,Unknown,AMD,,,
770,AMD Athlon II X2 270,CPU,2011-07-01,45.0,65.0,117.0,410.0,3400.0,Unknown,AMD,,,
772,AMD EPYC 7702P,CPU,2019-08-07,7.0,200.0,74.0,3800.0,2000.0,TSMC,AMD,,,
775,AMD Athlon XP-M 2200+,CPU,2002-11-11,130.0,45.0,101.0,63.0,1800.0,Unknown,AMD,,,
776,AMD Opteron 146,CPU,2003-09-09,130.0,89.0,193.0,106.0,2000.0,Unknown,AMD,,,
778,AMD Turion 64 ML-42,CPU,2005-10-04,90.0,35.0,125.0,114.0,2400.0,Unknown,AMD,,,
779,AMD Ryzen 3 1300,CPU,2017-04-11,14.0,65.0,192.0,4800.0,3200.0,GF,AMD,,,
784,AMD Turion X2 RM-72,CPU,2008-09-01,65.0,35.0,,,2100.0,Unknown,AMD,,,
785,AMD Athlon 64 FX-72,CPU,2006-11-30,90.0,125.0,235.0,227.0,2800.0,Unknown,AMD,,,
787,AMD Opteron 146,CPU,2005-08-02,90.0,67.0,,106.0,2000.0,Unknown,AMD,,,
789,AMD Athlon 64 X2 4600+,CPU,2006-05-23,90.0,110.0,156.0,154.0,2400.0,Unknown,AMD,,,
791,AMD Athlon XP 2400+,CPU,2003-09-01,130.0,68.0,,63.0,2000.0,Unknown,AMD,,,
794,AMD E2-3000M,CPU,2011-12-20,32.0,35.0,228.0,1178.0,1800.0,Unknown,AMD,,,
795,AMD FX-8370E,CPU,2014-09-02,32.0,95.0,315.0,1200.0,3300.0,Unknown,AMD,,,
796,AMD Athlon XP 2000+,CPU,2002-06-10,130.0,60.0,80.0,37.0,1667.0,Unknown,AMD,,,
799,AMD Ryzen 5 PRO 4650G,CPU,2020-07-21,7.0,65.0,,,3700.0,TSMC,AMD,,,
801,AMD Sempron 2400+,CPU,2004-08-01,130.0,62.0,80.0,37.0,1667.0,Unknown,AMD,,,
803,AMD C-60,CPU,2011-08-22,40.0,9.0,75.0,,1000.0,Unknown,AMD,,,
807,AMD Athlon 64 3200+,CPU,2006-05-23,90.0,62.0,183.0,154.0,2000.0,Unknown,AMD,,,
808,AMD Ryzen Threadripper 2990WX,CPU,2018-08-13,12.0,250.0,213.0,19200.0,3000.0,GF,AMD,,,
809,AMD A9-9420 SoC,CPU,2016-05-31,28.0,15.0,124.0,1200.0,3000.0,Unknown,AMD,,,
810,AMD Mobile Athlon 64 3700+,CPU,2005-08-01,130.0,82.0,193.0,106.0,2400.0,Unknown,AMD,,,
812,AMD Phenom II X4 900e,CPU,2009-06-02,45.0,65.0,258.0,758.0,2400.0,Unknown,AMD,,,
813,AMD A10-7870K,CPU,2015-05-28,28.0,95.0,246.0,1178.0,3900.0,Unknown,AMD,,,
815,AMD Phenom II X4 965 BE (140W),CPU,2009-08-13,45.0,140.0,258.0,758.0,3400.0,Unknown,AMD,,,
816,AMD Ryzen Threadripper 1950,CPU,2017-07-29,14.0,180.0,213.0,9600.0,3200.0,GF,AMD,,,
817,AMD Athlon II X4 605e,CPU,2009-10-20,45.0,45.0,169.0,300.0,2300.0,Unknown,AMD,,,
821,AMD Ryzen 7 3780U,CPU,2019-10-22,12.0,15.0,210.0,4940.0,2300.0,GF,AMD,,,
822,AMD Athlon 1400,CPU,2001-06-06,180.0,72.0,120.0,37.0,1400.0,Unknown,AMD,,,
823,AMD Phenom II X4 965 BE (125W),CPU,2009-11-07,45.0,125.0,258.0,758.0,3400.0,Unknown,AMD,,,
827,AMD Sempron X2 2200,CPU,2008-03-01,65.0,65.0,118.0,221.0,2000.0,Unknown,AMD,,,
828,AMD Opteron 246 HE,CPU,2004-02-14,130.0,55.0,193.0,106.0,2000.0,Unknown,AMD,,,
829,AMD Athlon 64 3200+,CPU,2005-04-14,130.0,83.0,,105.0,2000.0,Unknown,AMD,,,
830,AMD Opteron 850 HE,CPU,2005-03-01,90.0,55.0,,106.0,2400.0,Unknown,AMD,,,
833,AMD Ryzen 7 4800U,CPU,2020-01-06,7.0,25.0,156.0,9800.0,1800.0,TSMC,AMD,,,
834,AMD Phenom II X2 570 BE,CPU,2010-05-03,45.0,80.0,258.0,758.0,3500.0,Unknown,AMD,,,
837,AMD Opteron 842,CPU,2004-05-18,130.0,82.0,193.0,106.0,1600.0,Unknown,AMD,,,
838,AMD A8-5545M,CPU,2013-06-01,32.0,25.0,246.0,1178.0,1700.0,Unknown,AMD,,,
840,AMD Athlon 64 2800+,CPU,2004-04-27,130.0,89.0,193.0,69.0,1800.0,Unknown,AMD,,,
841,AMD Athlon 64 3500+,CPU,2005-04-04,90.0,67.0,83.0,69.0,2200.0,Unknown,AMD,,,
842,AMD Athlon 64 X2 5400+,CPU,2006-12-12,90.0,89.0,220.0,154.0,2800.0,Unknown,AMD,,,
843,AMD A6-3500,CPU,2011-08-17,32.0,65.0,228.0,1178.0,2100.0,Unknown,AMD,,,
844,AMD Athlon PRO 300U,CPU,2019-04-08,14.0,15.0,,,2400.0,GF,AMD,,,
846,AMD A4-5000,CPU,2013-05-23,32.0,15.0,246.0,1178.0,1500.0,Unknown,AMD,,,
